links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-coolant-expansion-tank-cap-for-vw-golf-mk2-mk3-caddy-jetta-passat-polo-saloon-1h0121407a-357121407a-65081707.html,Coolant Expansion Tank + Cap For VW GOLF MK2 MK3 CADDY JETTA PASSAT POLO Saloon 1H0121407A 357121407A,,Stands,,"₦ 3,659",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/718056/1.jpg?2846
/generic-rearview-mirror-car-hanging-air-freshener-diffuser-fragrance-67694040.html,Rearview Mirror Car Hanging Air Freshener Diffuser Fragrance,,Air Fresheners,,"₦ 3,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/049676/1.jpg?4444
/lexus-rx-300-330-350-dash-board-cover-47966493.html,"Lexus RX 300, 330, 350 Dash Board Cover",Lexus,Seat Covers,,"₦ 5,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/466974/1.jpg?6639
/generic-esogoal-universal-air-vent-holder-magnetic-car-stands-63927994.html,EsoGoal Universal Air Vent Holder Magnetic Car Stands,,Cup Holders,1,₦ 360,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/972936/1.jpg?6444
/generic-hot-phone-screen-amplifier-mini-standphone-58722993.html,HOT Phone Screen Amplifier Mini Standphone,,Cell Phone Accessories,,₦ 899,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/922785/1.jpg?9245
/lexus-dashboard-cover-for-rx300-330-black-47973048.html,"Lexus Dashboard Cover For RX300, 330 - BLACK",Lexus,Seat Covers,4.8,"₦ 4,499",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/037974/1.jpg?9639
/generic-universal-magnetic-gas-fuel-power-saver-for-car-vehicle-reduce-emission-0-53846192.html,Universal Magnetic Gas Fuel Power Saver For Car Vehicle Reduce Emission 0,,Fuel Filters,5,"₦ 2,198",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/164835/1.jpg?2501
/generic-microfiber-leather-crystal-universal-steering-wheel-cover-63786848.html,Microfiber Leather Crystal Universal Steering Wheel Cover,,Steering Covers,,"₦ 5,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/868736/1.jpg?2485
/honda-genuine-parts-rear-window-sun-shade-for-honda-cars-64799388.html,Honda Genuine Parts Rear Window Sun Shade For Honda Cars,Honda Genuine Parts,Rear Window Sunshades,,"₦ 5,150",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/399746/1.jpg?8546
/generic-automatic-car-umbrella-sun-shade-cover-tent-cloth-38984807.html,Automatic Car Umbrella Sun Shade Cover Tent Cloth,,Full Car Covers,,"₦ 11,758",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/848983/1.jpg?8072
/generic-portable-car-tyre-pumpair-inflator-4-carsbikes-ball-etc-67412722.html,"Portable Car Tyre Pump/Air Inflator 4 Cars,Bikes, Ball, Etc",,Tire Care,,"₦ 7,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/721476/1.jpg?5462
