links,product_name,product_brand,product_type,product_rating,product_price,image_link
/beauty-formulas-40-hair-removal-wax-strip-for-legs-body-hair-remover-63495635.html,Beauty Formulas 40 Hair Removal Wax Strip For Legs & Body (Hair Remover),Beauty Formulas,Honey,5,"₦ 4,390",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/659436/1.jpg?8389
/nosak-famili-quality-palm-oil-4litresx4kegs-64454849.html,Nosak Famili Quality Palm Oil 4LitresX4kegs,Nosak,Vegetable Oil,,"₦ 11,950",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/845446/1.jpg?1191
/nonfat-powdered-goat-milk-vitamins-a-d-meyenberg-mpg242262.html,"Meyenberg Nonfat Powdered Goat Milk, Vitamins A & D -12 Oz",Meyenberg,"Coffee, Tea & Cocoa",5,"₦ 8,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/560224/1.jpg?9375
/vegeta-shallot-red-onion-100g-x-5-67730610.html,Vegeta Shallot (Red Onion) 100g X 5,Vegeta,Tomato Sauce,,"₦ 2,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/603776/1.jpg?7494
/generic-soundless-zippo-sail-lighter-gold-34014419.html,Soundless Zippo Sail Lighter  - Gold,,Lighters & Matches,1,"₦ 4,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/441043/1.jpg?8469
/generic-100-big-disposable-smoothie-cups-with-dome-lid-16oz-51741852.html,100 Big Disposable Smoothie Cups With Dome Lid - 16OZ,,Cups,4.5,"₦ 5,850",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/814715/1.jpg?4352
/lipton-green-tea-raspberry-and-pomegranate-66439448.html,Lipton Green Tea Raspberry And Pomegranate,Lipton,Green,,"₦ 2,250",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/493466/1.jpg?4087
/coca-cola-bundle-offer-buy-coca-cola-35cl-eva-50cl-get-11-discount-67351146.html,Coca-cola Bundle Offer - Buy Coca Cola 35cl + Eva 50cl & Get 11% Discount,Coca-cola,Non-Alcoholic,,"₦ 1,494",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/64/115376/1.jpg?4023
/christmas-boxes-ornaments-decoration-2packs-68122035.html,Christmas Boxes Ornaments Decoration 2Packs,Christmas,Honey,,"₦ 1,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/022186/1.jpg?6124
/nestle-milo-20g-x-10-66397801.html,Nestle Milo 20g X 10,Nestle,"Coffee, Tea & Cocoa",,₦ 600,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/879366/1.jpg?5068
/generic-air-wick-freshmatic-machine-and-refill-64331891.html,AIR WICK FRESHMATIC (MACHINE AND REFILL),,Electric,,"₦ 5,500 - ₦ 11,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/813346/1.jpg?9187
/gino-tomato-paste-210g-x-6-65923247.html,Gino Tomato Paste 210g X 6,Gino,Puree,,"₦ 3,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/232956/1.jpg?1415
