links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-car-pure-sine-wave-power-inverter-charger-converter-60647768.html,Car Pure Sine Wave Power Inverter Charger Converter,,Digital-to-Analog Converters,,"₦ 9,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/774606/1.jpg?0838
/hd-hidden-camera-recording-eye-glasses-generic-mpg330813.html,HD Hidden Camera Recording Eye Glasses,,Camcorders,4,"₦ 8,091",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/631452/1.jpg?9141
/replacement-remote-control-for-lg-lcd-led-hdtv-smart-tv-lg-mpg1198542.html,Replacement Remote Control For LG LCD LED HDTV Smart TV,,TV Accessories & Parts,,"₦ 2,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/400483/1.jpg?9270
/sada-v-196-usb-wired-computer-speaker-bar-stereo-subwoofer-62142112.html,Sada V-196 USB Wired Computer Speaker Bar Stereo Subwoofer,Sada,Sound Bars,,"₦ 4,140",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/124126/1.jpg?6647
/360-panorama-fisheye-camera-lamp-ip-cctv-monitor-light-bulb-generic-mpg1184387.html,360° Panorama Fisheye Camera Lamp IP CCTV Monitor Light Bulb,,Surveillance Systems,4,"₦ 12,149",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/602193/1.jpg?5351
/samsung-dvd-player-dv-878d-with-usb-port-black-exeptional-67721737.html,Samsung DVD PLAYER DV-878D WITH USB PORT BLACK EXEPTIONAL,Samsung,DVD Players,,"₦ 8,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/73/712776/1.jpg?3531
/generic-newest-upgraded-rf-learning-starter-kit-for-arduino-r3-uno-r3-learning-suits-with-retail-box-52007915.html,Newest Upgraded RF Learning Starter Kit For Arduino R3 UNO R3 Learning Suits With Retail Box,,Gadgets,,"₦ 6,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/970025/1.jpg?4705
/google-chromecast-3rd-generation-32502797.html,Google Chromecast (3rd Generation),Google,HDMI Cables,4.5,"₦ 22,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/720523/1.jpg?2845
/generic-type-c-otg-64104589.html,Type C OTG,,AC Adapters,,"₦ 2,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/540146/1.jpg?6099
/generic-esogoal-cellphone-stands-for-live-stream-makeup-ring-light-63927991.html,EsoGoal CellPhone Stands For Live Stream/ Makeup Ring Light,,Tripods & Monopods,,"₦ 3,090",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/972936/1.jpg?9832
