links,product_name,product_brand,product_type,product_rating,product_price,image_link
/intex-2-3-inflatable-person-classic-downy-airbed-with-pump-two-pillows-blue.-57129768.html,Intex 2-3 Inflatable Person Classic Downy Airbed With Pump + Two Pillows - Blue.,Intex,Air Mattresses,5,"₦ 14,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/792175/1.jpg?0563
/fashion-dx-rommanel-wedding-ring-sets-41229497.html,DX Rommanel Wedding Ring Sets,,Cycling,3.8,"₦ 6,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/492214/1.jpg?7265
/intex-64101-dura-beam-series-deluxe-single-high-inflatable-airbed-mattress-with-pump-65758770.html,,,Sleeping Bags & Camp Bedding,,,
/generic-unisex-running-sport-arm-band-66206393.html,Unisex Running Sport Arm Band,,Band,,"₦ 1,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/360266/1.jpg?2966
/generic-abdominal-and-core-trainer-exercise-wheels-with-foot-straps-gym-56882283.html,Abdominal And Core Trainer Exercise Wheels With Foot Straps Gym,,Core & Abdominal Trainers,4.1,"₦ 5,399",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/38/228865/1.jpg?1864
/generic-esogoal-women-convenient-front-zipper-sports-closure-bra-61062558.html,EsoGoal Women Convenient Front Zipper Sports Closure Bra,,Sports Bras,3,"₦ 1,690",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/526016/1.jpg?0491
/fashion-3-in-1-neoprene-waist-trainer-body-shaper-slimming-wrap-belt-sauna-waist-belt-girdle-66653176.html,3 In 1 Neoprene Waist Trainer Body Shaper Slimming Wrap Belt Sauna Waist Belt Girdle,,Waist Trimmers,3.5,"₦ 8,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/67/135666/1.jpg?8768
/intex-inflatable-10in-2-3-person-comfort-sleep-air-mattress-with-pump-black.-59898394.html,Intex Inflatable 10in 2-3 Person Comfort Sleep Air Mattress With Pump- Black.,Intex,Air Mattresses,3.8,"₦ 13,950",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/389895/1.jpg?6286
/fashion-double-compression-body-shaper-waist-trimmer-65146032.html,Double Compression Body Shaper / Waist Trimmer,,Core & Abdominal Trainers,1,"₦ 6,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/23/064156/1.jpg?8744
/jones-wears-urban-sporty-short-black-62298521.html,Jones Wears Urban Sporty Short BLACK,Jones Wears,Shorts,3.7,"₦ 2,950 - ₦ 5,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/589226/1.jpg?7966
/generic-high-waist-tummy-control-butt-lifter-girdle-tight-62371234.html,High Waist Tummy Control Butt Lifter Girdle Tight,,Core & Abdominal Trainers,,"₦ 2,610",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/43/217326/1.jpg?3304
/generic-pu-college-bag-with-adjustable-breathable-shoulder-strap-vintage-leather-waterproof-backpack-large-business-travel-rucksack-daypack-unisex-school-bag-fits-15.6-in-laptop-63877449.html,"PU College Bag With Adjustable Breathable Shoulder Strap, Vintage Leather Waterproof Backpack Large Business Travel Rucksack Daypack Unisex School Bag Fits 15.6 In Laptop",,Backpacking Packs,4.5,"₦ 2,571",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/477836/1.jpg?3727
/generic-thick-yoga-mat-non-slip-exercise-mat-pad-with-carrying-bag-58999079.html,Thick Yoga Mat Non-Slip Exercise Mat Pad With Carrying Bag,,Mats,4.5,"₦ 5,750",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/099985/1.jpg?3963
/wooden-skipping-rope-multicolour-x2-generic-mpg279072.html,Wooden  Skipping Rope -Multicolour X2,,Jump Ropes,4.4,"₦ 1,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/190652/1.jpg?9441
/generic-3kg-power-dumbell-57888255.html,3KG Power DUMBELL,,Dumbbells,5,"₦ 7,850",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/55/288875/1.jpg?1112
/generic-ab-roller-wheel-with-knee-support-mat-62300818.html,Ab Roller Wheel With Knee Support Mat,,Core & Abdominal Trainers,4.8,"₦ 4,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/800326/1.jpg?0571
/fashion-waist-training-corset-belt-black-cb-6094386.html,Waist Training Corset Belt - Black CB,,Women,3.9,"₦ 1,999 - ₦ 2,899",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/68/34906/1.jpg?0755
/350-750ml-304-stainless-steel-wide-mouth-sport-water-bottle-generic-mpg1219010.html,350-750ML 304 Stainless Steel Wide Mouth Sport Water Bottle,,Bottle,4,₦ 630 - ₦ 720,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/505734/1.jpg?6441
/intex-dura-beam-standard-inflatable-air-mattresses-wit-pump-black-60670365.html,Intex Dura-Beam Standard Inflatable Air Mattresses Wit Pump-Black,Intex,Air Mattresses,4.5,"₦ 12,890",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/307606/1.jpg?6764
/fashion-circlie-non-fade-titanium-steel-wedding-ring-set-57190353.html,Circlie Non Fade Titanium Steel Wedding Ring Set,,Cycling,4.7,"₦ 1,900 - ₦ 2,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/309175/1.jpg?1100
/fashion-waist-trainer-adjustable-ladies-slimming-belt-64435938.html,Waist Trainer Adjustable Ladies Slimming Belt,,Waist Trimmers,5,"₦ 2,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/953446/1.jpg?0248
/generic-fashion-bucket-tassel-lychee-pattern-womens-bag-mother-in-the-middle-bag-one-shoulder-portable-mobile-phone-coin-purse-small-bag-four-piece-black-65302101.html,"Fashion Bucket Tassel Lychee Pattern Women's Bag Mother-in-the-middle Bag, One-shoulder Portable Mobile Phone Coin Purse Small Bag Four-piece (black)",,Backpacks & Bags,,"₦ 1,170",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/120356/1.jpg?7943
/2019-hot-sale-mens-football-shoes-football-sneakers-soccer-boots-fashion-mpg1005148.html,New Men's Football Shoes Football Sneakers Soccer Boots-Blue,,Men's,5,"₦ 5,760",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/035903/1.jpg?4257
/generic-waist-trainer-women-body-shaper-tummy-trimmer-3in1-64695217.html,Waist Trainer Women Body Shaper Tummy Trimmer 3in1,,Waist Trimmers,5,"₦ 5,700",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/259646/1.jpg?0907
/generic-extra-thick-high-density-anti-tear-exercise-yoga-mat-65273562.html,Extra Thick High Density Anti-Tear Exercise Yoga Mat,,Exercise Mats,4.4,"₦ 4,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/26/537256/1.jpg?3674
/fashion-hot-shapers-waist-trainer-adjustable-ladies-slimming-belt-65680289.html,Hot Shapers Waist Trainer Adjustable Ladies Slimming Belt,,Waist Trimmers,2,"₦ 2,650 - ₦ 2,850",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/208656/1.jpg?2969
/generic-unisex-running-sports-arm-pouch-ear-phone-58956341.html,Unisex Running Sports Arm Pouch + Ear Phone,,Running,4.1,"₦ 2,499",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/365985/1.jpg?6588
/ultimate-abs-stimulator-muscle-trainer-six-packs-toner-cream-aliver-mpg259515.html,Aliver Ultimate Abs Stimulator Muscle Trainer - Six Packs Toner Cream,Aliver,Core & Abdominal Trainers,4.2,"₦ 2,440",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/624912/1.jpg?1001
/fashion-bra-top-high-waist-leggings-black-45532419.html,Bra Top + High-Waist Leggings - Black,,Women,4,"₦ 2,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/423554/1.jpg?0140
/generic-lightweight-anti-theft-backpack-waterproof-laptop-large-capacity-school-business-with-usb-charging-63877446.html,Lightweight Anti-theft Backpack Waterproof Laptop Large Capacity School Business With USB Charging,,Backpacking Packs,4,"₦ 3,099",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/64/477836/1.jpg?3667
/yuke-uk-hd-waterproof-anti-fog-glasses-swimming-kit-48240323.html,Yuke UK HD Waterproof Anti-Fog Glasses Swimming Kit,Yuke,Goggles,4.6,"₦ 4,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/304284/1.jpg?4433
/jones-wears-go-hard-printed-utility-short-66445840.html,Jones Wears Go Hard Printed Utility Short,Jones Wears,Shorts,5,"₦ 4,000 - ₦ 5,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/854466/1.jpg?0652
/fashion-dx-rommanel-wedding-ring-sets-64750085.html,DX Rommanel Wedding Ring Sets,,Cycling,,"₦ 5,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/58/005746/1.jpg?0762
/generic-tummy-and-waist-control-trimmer-zipper-waist-trainers-black-64684179.html,TUMMY AND WAIST CONTROL TRIMMER ZIPPER WAIST TRAINERS--BLACK,,Core & Abdominal Trainers,2.3,"₦ 3,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/148646/1.jpg?6427
/generic-yoga-mat-with-carrier-bag-65849646.html,Yoga Mat With Carrier Bag-,,Mats,4.7,"₦ 4,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/64/694856/1.jpg?4650
/fashion-louiswill-fashion-men-crossbody-bag-waterproof-waist-bag-67492731.html,LouisWill Fashion Men Crossbody Bag Waterproof Waist Bag,,Waist Packs,,"₦ 1,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/729476/1.jpg?5751
/extra-thick-high-density-anti-tear-exercise-yoga-mat-pink-generic-mpg93076.html,Extra Thick High Density Anti-Tear Exercise Yoga Mat Pink,,Exercise Mats,4.3,"₦ 4,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/862381/1.jpg?3450
/generic-waist-and-tummy-trimmer-belt-57561854.html,WAIST AND TUMMY TRIMMER BELT,,Core & Abdominal Trainers,4.2,"₦ 7,199 - ₦ 8,099",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/816575/1.jpg?6684
/fashion-mens-football-shoes-football-sneakers-soccer-boots-46248506.html,Men's Football Shoes  Football Sneakers Soccer Boots,,Footwear,4.5,"₦ 6,888 - ₦ 7,888",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/584264/1.jpg?3752
/generic-high-waist-tummy-control-girdle-pant-black-57457415.html,HIGH WAIST TUMMY CONTROL GIRDLE PANT (BLACK),,Core & Abdominal Trainers,4.4,"₦ 3,000 - ₦ 3,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/475475/1.jpg?7078
/generic-4-pcs-office-ladies-bag-slung-leisure-fashion-soft-leather-bag-set-fashion-bucket-tassel-lychee-pattern-womens-bag-mother-in-the-middle-bag-one-shoulder-portable-mobile-phone-coin-purse-small-bag-four-piece-red-64055893.html,"4 PCS Office Ladies Bag Slung Leisure Fashion Soft Leather Bag Set Fashion Bucket Tassel Lychee Pattern Women's Bag Mother-in-the-middle Bag, One-shoulder Portable Mobile Phone Coin Purse Small Bag Four-piece  (red)",,Daypacks & Casual Bags,,"₦ 1,239",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/855046/1.jpg?5777
/fashion-waist-trimmer-beltadjustable-abdominal-waist-trainer-64525377.html,Waist Trimmer Belt/Adjustable Abdominal Waist Trainer,,Core & Abdominal Trainers,3.3,"₦ 3,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/352546/1.jpg?3539
/jump-robe-skipping-robe-with-automatic-counter1pc-66958308.html,"Jump Robe Skipping Robe With Automatic Counter,1pc",Jump Robe,Jump Ropes,4,"₦ 1,399",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/80/385966/1.jpg?4231
