links,product_name,product_brand,product_type,product_rating,product_price,image_link
/master-chef-19-litre-electric-toaster-oven-43686317.html,Master Chef 19-Litre Electric Toaster Oven,Master Chef,Toaster Ovens,4.5,"₦ 18,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/368634/1.jpg?8955
/generic-rubber-hanger-set-of-12-black-63774505.html,Rubber Hanger Set Of 12 - Black,,Clothes Hangers,,"₦ 2,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/547736/1.jpg?2638
/rikon-round-wall-clock-43415546.html,Rikon ROUND WALL CLOCK,Rikon,Wall Clocks,4.3,"₦ 4,005",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/64/551434/1.jpg?0847
/saisho-blender-3in-1toaster-62620792.html,Saisho Blender 3in 1+Toaster,Saisho,Bundle,5,"₦ 9,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/702626/1.jpg?2606
/generic-deep-fryer-with-steamer-51081411.html,Deep Fryer With Steamer,,Deep Fryers,,"₦ 4,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/418015/1.jpg?2926
/gold-plated-cutlery-24-pieces-generic-mpg1212372.html,Gold Plated Cutlery - 24 Pieces,,Cutlery & Knife Accessories,4.5,"₦ 7,899",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/343472/1.jpg?1845
/1.5litre-blender-cb-8231-i-with-extra-mill-black.-century-mpg1206628.html,Century 1.5Litre Blender CB 8231 I With Extra Mill - Black.,Century,Mixing & Blending,4.1,"₦ 8,799",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/184654/1.jpg?3024
/happy-home-3-layer-durable-plastic-dish-rack-58908141.html,Happy Home 3 Layer Durable Plastic Dish Rack,Happy Home,Dish Racks,3.7,"₦ 10,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/180985/1.jpg?8198
/hisense-1.5hp-inverter-copper-split-air-conditioner-r410a-gas-as12dk-14712497.html,Hisense 1.5HP INVERTER COPPER SPLIT AIR CONDITIONER R410A GAS-AS12DK,Hisense,Split-System,2,"₦ 149,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/421741/1.jpg?1900
/3pcs-water-purifier-tap-generic-mpg1184522.html,3pcs Water Purifier - Tap,,Water Coolers & Filters,3.7,"₦ 4,020",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/313654/1.jpg?2948
/20-litre-microwave-oven-with-grill-akai-mpg224394.html,AKAI 20 Litre Microwave Oven With Grill,AKAI,Microwave Ovens,3.2,"₦ 28,799",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/872381/1.jpg?3916
/generic-infiniti-round-wall-clock-24cmx24cm-silver-62306182.html,INFINITI ROUND WALL CLOCK-24CMX24CM-SILVER,,Wall Clocks,4.5,"₦ 2,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/28/160326/1.jpg?9793
/electric-cooking-stove-with-double-hot-plate-master-chef-mpg1199954.html,Master Chef Electric Cooking Stove With Double Hot Plate,Master Chef,Cookers,4.2,"₦ 7,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/111014/1.jpg?0145
/generic-7-tier-double-column-shoe-rack-62992158.html,7 Tier Double Column Shoe Rack,,Free Standing Shoe Racks,,"₦ 10,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/129926/1.jpg?5600
/generic-fabric-clover-bias-tape-makers-56491917.html,Fabric Clover Bias Tape Makers,,Sewing Machines,4.8,"₦ 5,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/919465/1.jpg?5025
/12-pieces-unbreakable-ceramic-curved-and-flat-plates-generic-mpg275801.html,12 Pieces Unbreakable Ceramic Curved And Flat Plates,,Kitchen Accessories,4.6,"₦ 4,240",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/859583/1.jpg?6358
/nima-new-2-in-1-nima-electric-grinder-and-smoothie-maker-62043103.html,Nima New 2 In 1 Nima Electric Grinder And Smoothie Maker,Nima,Blenders,1,"₦ 6,480",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/134026/1.jpg?3967
/12-inch-rechargeable-table-fan-century-mpg1491840.html,Century 12-Inch Rechargeable Table Fan ,Century,Rechargeable Fans,4.5,"₦ 14,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/251575/1.jpg?7175
/silver-crest-heavy-duty-power-blender-3000w-67942610.html,silver crest HEAVY DUTY POWER BLENDER (3000W),silver crest,Blenders,5,"₦ 18,185",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/624976/1.jpg?1807
/lg-refrigerator-lg-mpg198311.html,LG Refrigerator,LG,Other Small Appliances,3.6,"₦ 60,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/233022/1.jpg?4873
/generic-tooth-paste-dispenser-and-brush-holder-56927879.html,Tooth Paste Dispenser And Brush Holder,,Toothbrush Holders,4,"₦ 1,512",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/872965/1.jpg?6943
/nexus-6.5kg-twin-tub-semi-automatic-washing-machine-nx-wm-65sa-64938979.html,Nexus 6.5KG Twin Tub Semi Automatic Washing Machine - NX-WM-65SA,Nexus,Washers & Dryers,3.7,"₦ 53,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/983946/1.jpg?5147
/silver-crest-german-industrial-powerful-multifunction-blender-66873916.html,silver crest German Industrial Powerful Multifunction Blender,silver crest,Blenders,3.7,"₦ 20,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/937866/1.jpg?1455
/skyrun-2hp-split-air-conditioner-50gwc-fha-white-44360371.html,,,Air Conditioners & Accessories,,,
/generic-unique-soap-dish-holder-toothpaste-dispenser-and-toothbrush-holder-55134780.html,Unique Soap Dish Holder + Toothpaste Dispenser And Toothbrush Holder,,Bathroom Accessories,2.3,"₦ 2,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/743155/1.jpg?5285
/ox-18inch-industrial-wall-fan-ox-mpg153142.html,Ox 18Inch Industrial Wall Fan,Ox,Wall-Mounted Fans,3.9,"₦ 21,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/974872/1.jpg?1373
/generic-omega-dining-table-set.-delivery-only-to-lagos-34551859.html,Omega  Dining Table Set. Delivery Only To Lagos,,Table & Chair Sets,3.7,"₦ 126,850",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/95/815543/1.jpg?0954
/generic-54002-birthday-cake-mold-decorating-print-sugar-sieve-modeling-tool-64010547.html,54002 Birthday Cake Mold Decorating Print Sugar Sieve Modeling Tool,,Cake & Cupcake Toppers,,₦ 240,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/501046/1.jpg?8707
