links,product_name,product_brand,product_type,product_rating,product_price,image_link
/contact-lens-honey-freshlook-mpg1234417.html,FreshLook Contact Lens - Honey,FreshLook,Gift Sets & Starter Kits,4.5,"₦ 1,170",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/503234/1.jpg?5976
/delight-cream-liquer-18.75cl-baileys-mpg1471985.html,Baileys Delight Cream Liquer 18.75cl,Baileys,Liquor,4.6,₦ 999,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/639226/1.jpg?3689
/the-sidhpur-psyllium-husk-100g-58763382.html,The Sidhpur Psyllium Husk 100g,The Sidhpur,Healthy,4,"₦ 2,700",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/28/336785/1.jpg?6487
/refill-dispenser-water-cway-mpg1535389.html,Cway Refill Dispenser Water,Cway,Water,,"₦ 2,550",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/766846/1.jpg?8186
/baron-romero-vin-rouge-750ml-x2-64141362.html,Baron Romero Vin Rouge (750ml) X2,Baron Romero,Organic Red,,"₦ 3,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/26/314146/1.jpg?9369
/mudet-kick-and-start-non-alcoholic-herbal-mixture-x12-64162065.html,Mudet Kick And Start Non Alcoholic Herbal Mixture X12,Mudet,Multipack,4,"₦ 4,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/026146/1.jpg?2471
/marvel-dried-skimmed-milk-278g-55878706.html,Marvel Dried Skimmed Milk - 278g,Marvel,Single,3.8,"₦ 2,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/787855/1.jpg?3420
/hemani-essential-kit-turmeric-sandalwood-carrot-oil-57433889.html,"Hemani Essential Kit- Turmeric, Sandalwood & Carrot Oil",Hemani,Matches,4,"₦ 2,700",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/833475/1.jpg?9219
/generic-abdominal-arm-hip-trainer-fitness-tighter-equipment-electric-ems-muscle-stimulator-buttock-builder-abs-body-vibration-massagerabdominal-trainer-62054643.html,Abdominal Arm Hip Trainer Fitness Tighter Equipment Electric EMS Muscle Stimulator Buttock Builder ABS Body Vibration Massager(Abdominal Trainer),,"Gift Items, Hamper Gifts & Party Supplies",,"₦ 4,399",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/645026/1.jpg?0874
/complete-seasoning-sazon-completa-3.5-oz-badia-mpg1526847.html,Badia Complete Seasoning - Sazon Completa 3.5 Oz,Badia,Meat Seasoning,5,"₦ 2,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/89/049136/1.jpg?1515
/bakers-choice-bicarbonate-of-soda-200g-1-piece-58149899.html,Baker'S Choice Bicarbonate Of Soda 200g - 1 Piece,Baker'S Choice,Baking Soda,,"₦ 1,111",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/894185/1.jpg?5792
/lb-automatic-fabric-liquid-soap-for-washing-clothes-4-liters-58147679.html,Lb Automatic Fabric Liquid Soap For Washing Clothes - 4 Liters,Lb,Liquid Detergent,4,"₦ 3,150",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/674185/1.jpg?6370
/hisense-hisense-manual-top-loader-washing-wm-wsja551-66439449.html,Hisense HISENSE MANUAL TOP LOADER WASHING WM WSJA551,Hisense,Washing Machine Cleaners,4.5,"₦ 60,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/493466/1.jpg?4087
/towg-organic-hulled-sesame-seeds-white-250g-39132225.html,TOWG Organic Hulled Sesame Seeds - White 250g,TOWG,Mixed Nuts,3.8,"₦ 2,340",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/52/223193/1.jpg?0068
/nussa-chocolate-hazelnut-spread-duo-400g-62293527.html,Nussa Chocolate Hazelnut Spread Duo - 400g,Nussa,Chocolate & Hazelnut Spreads,,"₦ 1,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/539226/1.jpg?3693
/sprite-33cl-can-drink-x-24-21352418.html,Sprite 33cl CAN Drink X 24,Sprite,Non-Alcoholic,4.6,"₦ 3,005",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/425312/1.jpg?8842
/generic-3-in-1-breathable-post-partum-waist-trainer-62054667.html,3 In 1 Breathable Post Partum Waist Trainer,,"Gift Items, Hamper Gifts & Party Supplies",,"₦ 5,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/645026/1.jpg?1245
/blue-diamond-almond-flour-1.36kg-67160552.html,Blue Diamond Almond Flour 1.36kg,Blue Diamond,Almond,,"₦ 11,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/506176/1.jpg?7021
/generic-weed-imprint-tray-for-420-lifestyle-31094408.html,Weed Imprint Tray  For 420 Lifestyle,,Cigarette Accessories,4.3,"₦ 3,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/80/449013/1.jpg?4949
/generic-quality-trendy-20-pairs-shoe-rag-58983678.html,Quality Trendy 20 Pairs Shoe Rag,,"Gift Items, Hamper Gifts & Party Supplies",,"₦ 3,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/638985/1.jpg?6064
/rum-70cl-malibu-mpg1199726.html,Malibu Rum 70cl,Malibu,Rum,4.1,"₦ 4,480",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/356853/1.jpg?3950
/perchams-percham-100-organic-brown-rice-5kg-x2.-60497162.html,Perchams Percham 100% Organic Brown Rice - 5kg X2.,Perchams,Brown,,"₦ 13,950",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/26/179406/1.jpg?9191
/garden-of-nueden-foods-beans-flour-1kg-45891815.html,Garden of Nu'eden foods Beans Flour (1kg),Garden of Nu'eden foods,Flours & Meals,4.2,"₦ 1,080",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/819854/1.jpg?6807
/cream-liqueur-amarula-mpg284621.html,,,Spirits & Liquors,,,
/nestle-pure-life-protect-150cl-x-12-59406647.html,Nestle Pure Life Protect 150cl X 12,Nestle,Drinking Water,5,"₦ 1,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/660495/1.jpg?0676
/jik-bleach-stain-remover-germs-killer-1.4-ltrs-carton-of-8-bottles-48492753.html,Jik Bleach (Stain Remover & Germs Killer) - 1.4 Ltrs - Carton Of 8 Bottles,Jik,Bleach,5,"₦ 6,899",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/729484/1.jpg?4580
/healthy-home-basic-pack-dettol-mpg1422097.html,Dettol Healthy Home Basic Pack,Dettol,Natural Home Shop,4.3,"₦ 3,099",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/943374/1.jpg?7681
