links,product_name,product_brand,product_type,product_rating,product_price,image_link
/nokia-110-1.77-dual-sim-torch-fm-radio-camera-phone-black-45396320.html,"Nokia 110 1.77"" Dual SIM, Torch, FM Radio, Camera Phone - Black",Nokia,SIM Cards,3.9,"₦ 9,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/369354/1.jpg?5706
/generic-iphone-11-x-8-7-audio-jack-converter-lightening-64691445.html,Iphone 11 X 8 7 Audio Jack Converter Lightening,,Earphone Jack Pierce,2.5,"₦ 3,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/419646/1.jpg?9231
/generic-smart-watch-wrist-dial-sms-remind-pedometer-smartwatches-49291374.html,Smart Watch Wrist Dial SMS Remind Pedometer SmartWatches,,Smart Watches,3,"₦ 4,769",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/319294/1.jpg?1865
/xiaomi-mi-10t-5g-smartphone-6gb-ram-128gb-rom-6.67-inch-64mp-snapdragon-865-144hz-adaptivesync-display-5000mah-black-67556091.html,"XIAOMI Mi 10T, 5G Smartphone, 6GB RAM + 128GB ROM, 6.67 Inch, 64MP, Snapdragon 865, 144Hz AdaptiveSync Display, 5000mAh - Black",XIAOMI,Android Phones,,"₦ 186,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/065576/1.jpg?7159
/tecno-camon-12-pro-6.4-amoled-notch-screen64gb6gb32mp-ai-clear-selfie16mp2mp8mp-triple-rear-camera-android-9-dawn-blue-56600546.html,"Tecno Camon 12 Pro-6.4"" AMOLED Notch Screen,64GB+6GB,32MP AI Clear Selfie,16MP+2MP+8MP Triple Rear Camera, Android 9-dawn Blue",Tecno,Android Phones,,"₦ 63,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/64/500665/1.jpg?2921
/generic-bluetooth-smartwatchtouchscreen-wrist-smart-phone-watch-sports-fitness-tracker-with-sim-sd-card-slot-camera-pedometer-compatible-with-phone-phone-android-for-kids-men-women-gold-61388779.html,"Bluetooth Smartwatch,Touchscreen Wrist Smart Phone Watch Sports Fitness Tracker With SIM SD Card Slot Camera Pedometer Compatible With Phone Phone Android For Kids Men Women Gold",,Smart Watches,,"₦ 2,542",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/788316/1.jpg?9560
/generic-for-xiaomi-redmi-note-9s-9-pro-free-screen-case-cover-62269527.html,For Xiaomi Redmi Note 9S 9 Pro [Free Screen Case Cover,,Cases,3.5,"₦ 3,438",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/72/596226/1.jpg?4638
/generic-wireless-bluetooth-5.0-ear-phone-stereo-hands-free-sports-ear-bud-high-fidelity-handset-with-charging-case-led-display-62077394.html,Wireless Bluetooth 5.0 Ear Phone Stereo Hands-free Sports Ear-Bud High Fidelity Handset With Charging Case LED Display,,Bluetooth Accessories,4,"₦ 6,822",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/377026/1.jpg?6259
/fashion-t55-iwo-13-pro-smartwatchextra-changeable-strap-series-4-smart-pk-67047957.html,T55 Iwo 13 Pro Smartwatch+Extra Changeable Strap Series 4 Smart Pk,,Smart Watches,4,"₦ 15,485",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/974076/1.jpg?3104
/logy-s10-smartphone-ultra-hd-4k-smartphone-6.5-inch-full-display-13mp24mp-andriod-10.0-smartphone-green-66378919.html,LOGY S10 Smartphone Ultra HD 4k Smartphone 6.5-inch Full Display 13MP+24MP Andriod 10.0 Smartphone-Green,LOGY,Android Phones,,"₦ 42,906",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/987366/1.jpg?1433
