links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-sr-2000mah-charger-power-bank-heat-dissipation-h5-cooling-fan-gamepad-joystick-hand-grip-fire-aim-key-for-mobile-phone-pubg-58648237.html,SR 2000mAh Charger Power Bank Heat Dissipation H5 Cooling Fan Gamepad Joystick Hand Grip Fire Aim Key For Mobile Phone PUBG,,Gamepads & Standard Controllers,5,"₦ 2,613",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/73/284685/1.jpg?4222
/generic-300mbps-wireless-wifi-repeaterextenderapwi-fi-signal-range-amplifierbooster2.4g-portable-wifi-signal-range-extender-with-wps-for-router-home-33982039.html,"300Mbps Wireless WiFi Repeater/Extender/AP/WI-FI Signal Range Amplifier/Booster,2.4G Portable WiFi Signal Range Extender With WPS For Router Home",,Computer Accessories,3.9,"₦ 7,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/028933/1.jpg?9153
/limeide-wired-pc-rainbow-led-gaming-keyboard-with-mouse-64517984.html,Limeide Wired PC Rainbow LED Gaming Keyboard With Mouse,Limeide,Keyboards,5,"₦ 4,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/971546/1.jpg?4957
/logitech-c270-hd-webcam-720p-picture-capturing-video-calls-53566907.html,Logitech C270 HD Webcam 720p Picture Capturing & Video Calls,Logitech,Webcams,4.7,"₦ 24,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/966535/1.jpg?1233
/generic-huion-inspiroy-series-h430p-5080lpi-professional-art-usb-graphics-drawing-tablet-for-windows-os-with-battery-free-pen-64911634.html,"HUION Inspiroy Series H430P 5080LPI Professional Art USB Graphics Drawing Tablet For Windows / OS, With Battery-free Pen",,Graphics Tablets,5,"₦ 13,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/43/611946/1.jpg?3022
/canon-pixma-g1400-inkjet-color-photo-printer-black-14244564.html,Canon PIXMA G1400 Inkjet Color - Photo Printer - Black,Canon,Inkjet Printers,2.7,"₦ 44,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/544241/1.jpg?9486
/fileking-32gb-3-in-1-usb-otg-type-c-micro-usb-flash-drive-blue-68000700.html,"FileKing 32GB 3-in-1 USB, OTG Type-C & Micro-USB Flash Drive - Blue",FileKing,USB Flash Drives,,"₦ 3,590",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/700086/1.jpg?6379
/generic-professional-dazzle-light-mechanical-gaming-wired-mouse-43793374.html,Professional Dazzle Light Mechanical Gaming  Wired Mouse,,Mice,4.6,"₦ 3,190",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/339734/1.jpg?4491
/p310w-ribbon-and-photo-paper-hiti-mpg87541.html,Hiti P310W Ribbon And Photo Paper,Hiti,Printer Ink & Toner,4.4,"₦ 7,099",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/07597/1.jpg?7758
/generic-600mbps-usb-2.0-wifi-wireless-adapter-network-lan-card-802.11-ngb-ralink-mt7601-pc-66403111.html,600Mbps USB 2.0 WiFi Wireless Adapter Network LAN Card 802.11 Ngb Ralink MT7601-PC,,USB Gadgets,3,"₦ 2,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/130466/1.jpg?3665
/mini-usb-keyboard-black-hp-mpg2312.html,Hp USB Mini Keyboard-black,Hp,Keyboards,4,"₦ 3,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/877804/1.jpg?4609
