links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-selfie-stick-with-tripod-stand-leg-and-also-free-3-in-1-lens-47743220.html,Selfie Stick With Tripod Stand Leg And Also Free 3 In 1 Lens,,Selfie Sticks,,"₦ 2,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/234774/1.jpg?6040
/logy-6.6-inch-hd-water-drop-screen-face-recognition-smart-phone-white-66395549.html,LOGY 6.6 Inch HD Water Drop Screen Face Recognition  Smart Phone- White,LOGY,Android Phones,,"₦ 27,663",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/559366/1.jpg?6648
/flang-gs1-wireless-5.1-receiver-bt-5.1-audio-adapter-44566616.html,Flang GS1 Wireless  5.1 Receiver BT 5.1 Audio Adapter,Flang,Adapters,3.8,"₦ 2,205",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/666544/1.jpg?1972
/huawei-y8p-6.3-inch-oled-6gb128gb16mp-selfie4882mp-rear-camera-4000-mah-4g-b.crystal-free-headset-thermos-pre-order-62338803.html,"Huawei Y8p 6.3-Inch OLED (6GB,128GB)16MP Selfie,48+8+2MP Rear Camera, 4000 MAh 4G-B.Crystal (+Free Headset & Thermos)-PRE-ORDER",Huawei,Android Phones,3.9,"₦ 98,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/883326/1.jpg?8661
/generic-usb-magnetic-wireless-charger-for-apple-watch-1234-series-62312730.html,Usb Magnetic Wireless Charger For Apple Watch 1234 Series,,Smart Watch Charging Docks,1,"₦ 3,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/03/721326/1.jpg?3420
/t528-2.8-inch-dual-sim-fm-radio-opera-mini-camerabattery-2500mah-champaign-gold-tecno-mpg283423.html,"Tecno T528 - 2.8 Inch, Dual Sim, FM Radio, Opera Mini,  Camera,Battery 2500mAh - Champaign Gold",Tecno,SIM Cards,4,"₦ 9,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/130002/1.jpg?7192
/meeysoo-p45-pro-5g6.6-inch-android-9.0-8.0mp-2.0mp-rear-camera-face-id-fingerprint-66103351.html,"Meeysoo P45 Pro 5G,6.6 Inch  Android 9.0, 8.0MP + 2.0MP Rear Camera, Face ID, Fingerprint",Meeysoo,Android Phones,,"₦ 28,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/330166/1.jpg?3554
/generic-silicon-iphone-78-plus-back-protective-case-pouch-black-62996952.html,Silicon IPhone 7+/8 Plus Back Protective Case Pouch Black,,Cases,,"₦ 3,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/969926/1.jpg?4971
/tecno-pop4-pro-bc3-6.52-screen-16gb-rom-1gb-ram-5000mah-4g-lte-android-10-8mp-dual-camera-black-free-32gb-card-67478838.html,"Tecno POP4 Pro (BC3) 6.52"" Screen, 16GB ROM + 1GB RAM, 5000mAh, 4G LTE, Android 10, 8MP Dual Camera - Black + Free 32GB Card",Tecno,Android Phones,,"₦ 40,490",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/887476/1.jpg?6314
/generic-tecno-ka7spark-2-phone-case-soft-tpu-back-cover-silicone-38789104.html,TECNO KA7/Spark 2 Phone Case Soft TPU Back Cover Silicone,,Cases,,"₦ 21,036",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/198783/1.jpg?8491
