links,product_name,product_brand,product_type,product_rating,product_price,image_link
/kolaq-alagbo-for-maximum-sexual-pleasure-67888636.html,Kolaq Alagbo For Maximum Sexual Pleasure,Kolaq Alagbo,Single,,"₦ 4,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/688876/1.jpg?8510
/great-infertility-control-herbal-tea-45891741.html,Great Infertility Control Herbal Tea,Great,Herbal,5,"₦ 2,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/719854/1.jpg?1662
/appeton-weight-gain-chocolate-flavour-for-adults-450g-65969018.html,Appeton Weight Gain Chocolate Flavour For Adults-450g,Appeton,"Canned, Jarred & Packaged Food Gifts",5,"₦ 13,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/096956/1.jpg?8950
/generic-automatic-air-freshner-spray-dispenser-free-refillsanitizerbatteries.-60496454.html,Automatic  Air-Freshner Spray Dispenser + Free Refill+Sanitizer+Batteries.,,Spray,,"₦ 7,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/469406/1.jpg?8518
/maggi-arome-seasoning-250ml-60728690.html,Maggi Arome Seasoning 250ml,Maggi,Liquid seasoning,5,"₦ 2,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/682706/1.jpg?4485
/top-tea-top-tea.-64581584.html,TOP TEA Top Tea.,TOP TEA,Tea,,"₦ 2,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/518546/1.jpg?5327
/fastizers-nibit-chocolate-cookies-56798789.html,Fastizers Nibit Chocolate Cookies,Fastizers,Cookies,,"₦ 3,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/789765/1.jpg?7634
/nestle-bundle-001-65734815.html,Nestle Bundle 001,Nestle,Breakfast Foods,,"₦ 4,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/843756/1.jpg?9195
/vegetable-cooking-oil-10-litres-devon-kings-mpg1191379.html,Devon King'S Vegetable Cooking Oil - 10 Litres,Devon King'S,Vegetable Oil,5,"₦ 11,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/348325/1.jpg?8365
/kaldi-nigerian-grounded-coffee-250g-x-2-62949091.html,Kaldi Nigerian Grounded Coffee (250g X 2),Kaldi,Ground Coffee,,"₦ 6,660",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/094926/1.jpg?8667
/titus-sardines-in-vegetable-oil-x-5-cans-65971844.html,Titus Sardines In Vegetable Oil X 5 Cans,Titus,Sardines,,"₦ 2,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/817956/1.jpg?2676
/laser-pomace-olive-oil-44258038.html,Laser Pomace Olive Oil,Laser,Small Packs,4.5,"₦ 31,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/085244/1.jpg?2050
/24hrs-moisturizing-body-lotion-with-sunscreen-spf-15-aveeno-mpg1491193.html,Aveeno 24Hrs Moisturizing Body Lotion With Sunscreen SPF 15,Aveeno,Small Packs,,"₦ 6,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/723254/1.jpg?1249
/gerbs-jumbo-raw-whole-sunflower-seeds-2-lbs-66688889.html,"GERBS Jumbo Raw Whole  Sunflower Seeds, 2 LBS",GERBS,Sunflower Seeds,,"₦ 7,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/888666/1.jpg?8362
/st-louis-cube-sugar-500g-x-pack-of-2-62055242.html,St Louis Cube Sugar 500g X Pack Of 2,St Louis,Sugars,,"₦ 1,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/255026/1.jpg?6433
/200-pcs-heat-seal-empty-nylon-tea-bags-teabags-for-herbs-generic-mpg1233556.html,"200 Pcs Heat Seal Empty Nylon  Teabags, Tea Bags For Herbs",,Food Storage Bags,5,"₦ 3,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/658454/1.jpg?3126
/generic-pen-knife-key-holder-pocket-knife-folding-knife-small-portable-jack-knife-2-pieces-65550323.html,"Pen Knife Key Holder Pocket Knife Folding Knife, Small Portable Jack Knife - 2 Pieces",,Spoons,,"₦ 2,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/305556/1.jpg?2616
/glenfiddich-15-yr-old-scotch-whiskey-75cl-x-6-bottles-67491854.html,Glenfiddich 15 Yr Old Scotch Whiskey 75CL X 6 Bottles,Glenfiddich,Whiskey,,"₦ 99,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/819476/1.jpg?2191
/herbsconnect-organic-guava-fruit-powder-100g-66514198.html,Herbsconnect Organic Guava Fruit Powder - 100g,Herbsconnect,Mixed Fruits,,"₦ 3,400",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/89/141566/1.jpg?9029
/moet-chandon-brut-imperial-champagne-43423321.html,Moet & Chandon Brut Imperial Champagne,Moet & Chandon,Champagne,,"₦ 19,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/332434/1.jpg?8432
/birch-benders-keto-pancake-and-waffle-mix-16-oz-48383276.html,"Birch Benders Keto Pancake And Waffle Mix, 16 Oz",Birch Benders,Pancakes & Waffles,,"₦ 7,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/67/238384/1.jpg?0438
/generic-herb-spice-grinder-herbal-alloy-smoke-metal-crusher-new-smoking-pipe-herb-16805191.html,Herb Spice Grinder Herbal Alloy Smoke Metal Crusher NEW Smoking Pipe Herb,,Tobacco-Related Products,4.6,"₦ 1,899",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/150861/1.jpg?7584
/generic-transparent-plastic-buckets-with-tamper-proof-lid-1-litre-64835431.html,Transparent Plastic Buckets  With Tamper Proof Lid (1 Litre),,Food Storage Containers,,"₦ 3,100 - ₦ 12,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/453846/1.jpg?7280
/generic-kitchen-home-stove-top-smokeless-indoor-bbq-grill-67730768.html,,,Grocery,,,
