links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-baby-diapercloth-outing-mother-maternity-nursing-bag-61362903.html,Baby Diaper/Cloth Outing Mother Maternity Nursing Bag--,,Diaper Bags,,"₦ 12,599",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/926316/1.jpg?5269
/baby-cot-playard-playpen-universal-mpg193748.html,Baby Cot Playard/ Playpen,,"Beds, Cribs & Bedding",4.5,"₦ 29,499",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/979503/1.jpg?5178
/fashion-unisex-baby-booties-gift-set-socks-multicoloured-56977413.html,Unisex  Baby Booties Gift Set Socks  - Multicoloured,,Socks,,"₦ 3,000 - ₦ 5,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/31/477965/1.jpg?0175
/fashion-newborn-baby-girls-christening-soft-sole-flower-crib-shoes-44706176.html,Newborn Baby Girls Christening Soft Sole Flower Crib Shoes,,Sandals,,"₦ 2,590",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/67/160744/1.jpg?1916
/generic-high-quality-baby-car-seat-60493383.html,High Quality Baby Car-seat,,Infant,5,"₦ 18,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/38/339406/1.jpg?4953
/primark-3pack-baby-boy-t-shirt-67997588.html,Primark 3pack Baby Boy T Shirt,Primark,Clothing Sets,,"₦ 5,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/579976/1.jpg?8024
/generic-dreadlocks-tool-ring-clips-beads-men-jewelry-bulk-64503365.html,Dreadlocks Tool Ring Clips Beads Men Jewelry Bulk,,Hair Accessories,,"₦ 2,082",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/330546/1.jpg?2265
/sannea-back-to-school-children-insulated-lunch-bag-37497648.html,Sannea Back To School Children Insulated Lunch Bag,Sannea,Food Storage,,"₦ 4,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/679473/1.jpg?5136
/fashion-baby-jean-suspender-shorts-childrens-wear-33478117.html,Baby Jean Suspender Shorts Children's Wear,,Dresses,5,"₦ 4,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/187433/1.jpg?9557
/english-laundry-boys-3piece-dress-me-up-shirt-vest-pant-set-59208386.html,English Laundry Boys 3Piece Dress Me Up Shirt Vest & Pant Set,English Laundry,Clothing Sets,,"₦ 8,700",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/68/380295/1.jpg?0290
