links,product_name,product_brand,product_type,product_rating,product_price,image_link
/samsung-twin-wireless-buds-tws5-bluetooth-stereo-headset-66481055.html,Samsung Twin Wireless BUDS TWS5 Bluetooth Stereo Headset,Samsung,On-Ear Headphones,,"₦ 6,950",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/55/018466/1.jpg?8585
/d-marc-tvdvd-guard-and-fridge-guard-voltage-protection-d-marc-mpg1264029.html,D Marc TV/DVD Guard And Fridge Guard Voltage Protection,D Marc,Surge Protectors,,"₦ 4,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/487764/1.jpg?7990
/generic-smart-watch-ip67-heart-rate-monitor-blood-pressure-fitness-tracker-sport-wearable-f8-66388749.html,Smart Watch IP67 Heart Rate Monitor Blood Pressure Fitness Tracker Sport Wearable F8,,Smart Watch Bands,,"₦ 8,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/788366/1.jpg?6768
/samsonic-32inches-led-full-hd-tv-57044640.html,Samsonic 32''INCHES LED FULL HD TV,Samsonic,Plasma TVs,4.3,"₦ 54,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/644075/1.jpg?2436
/generic-adaptor-surge-protection-66447373.html,Adaptor Surge Protection,,Surge Protectors,2,"₦ 1,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/374466/1.jpg?7648
/bakeey-leory-portable-silicone-protective-cover-anti-drop-waterproof-storage-case-for-xiaomi-air-bluetooth-earphone-headphone-45597492.html,Bakeey LEORY Portable Silicone Protective Cover Anti-drop Waterproof Storage Case For Xiaomi Air Bluetooth Earphone Headphone,Bakeey,Earphone & Headphone Accessories,,₦ 491,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/479554/1.jpg?0349
/jiepak-powerful-3.1-channel-bluetooth-home-theatre-dvd-player-65992660.html,Jiepak Powerful 3.1 Channel Bluetooth Home Theatre + DVD Player,Jiepak,Home Theater Systems,5,"₦ 38,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/629956/1.jpg?5767
/mercury-elite-1000-pro-line-interactive-ups-with-avr-surge-control-replacement-mercury-maverick-1050va-pro-ups-46105333.html,Mercury Elite 1000 Pro Line Interactive UPS With AVR & Surge Control Replacement -Mercury Maverick 1050VA Pro Ups,Mercury,Uninterrupted Power Supply (UPS),4,"₦ 22,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/350164/1.jpg?6247
/qasa-wall-mount-stabilizer.-model-avr-pro-1.5hp-57964942.html,Qasa Wall Mount Stabilizer. Model AVR Pro 1.5HP,Qasa,Stabilizers,,"₦ 84,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/946975/1.jpg?6265
/hisense-55smart-uhd-4k-tvdstv-now-app-55b7100uw-56561015.html,Hisense 55''Smart UHD 4K TV+DSTV Now APP-55B7100UW,Hisense,LED & LCD TVs,5,"₦ 213,600",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/016565/1.jpg?3810
/generic-600w-12v-amplifier-with-bluetooth-usb-2-mic-ports-radio-600-watts-57151788.html,"600w 12v Amplifier With Bluetooth, USB, 2 Mic Ports, Radio - 600 Watts",,Amplifiers,5,"₦ 12,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/715175/1.jpg?1508
/vision-night-driving-glasses-hd-vision-wear-on-medicated-glasses-60048428.html,Vision Night Driving Glasses HD Vision: Wear On Medicated Glasses,Vision,Glasses,3.8,"₦ 1,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/484006/1.jpg?7284
/explora-dish-and-accessories-no-subscription-dstv-mpg1538456.html,Dstv Explora Dish And Accessories No Subscription ,Dstv,Decoders & Receivers,5,"₦ 51,795",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/113126/1.jpg?5240
/vr-box-reality-glasses-3d-vr-box-headset1-free-vr-remote-66413780.html,VR Box Reality Glasses 3D VR Box Headset+1 Free VR Remote,VR Box,Virtual Reality,,"₦ 6,999",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/731466/1.jpg?9565
/generic-extra-bass-wireless-bluetooth-headphoneshead-stereo-handset-44649905.html,"Extra Bass Wireless Bluetooth Headphones,Head Stereo Handset",,Earphone & Headphone Accessories,4.7,"₦ 6,305",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/994644/1.jpg?7250
