links,product_name,product_brand,product_type,product_rating,product_price,image_link
/tablespread-psyllium-husk-powder-200g-52386197.html,TABLESPREAD Psyllium Husk Powder - 200g,TABLESPREAD,Psyllium,4.8,"₦ 4,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/168325/1.jpg?9330
/generic-twist-hair-sponge-brush-curl-dreadlock-afro-braid-coil-wave-59738707.html,"Twist Hair Sponge Brush Curl, Dreadlock Afro Braid Coil Wave",,Hair & Scalp Treatments,4.7,"₦ 3,100",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/783795/1.jpg?8465
/kabuki-foundation-brush-generic-mpg1200917.html,Kabuki Foundation Brush,,Makeup Brushes & Tools,4.8,"₦ 1,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/747204/1.jpg?0780
/puls-nutrition-premium-whey-protein-complex-2kg-choclate-flavour-44049261.html,Puls Nutrition Premium Whey Protein Complex - 2kg Choclate Flavour,Puls Nutrition,Muscle Building,4,"₦ 15,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/294044/1.jpg?9525
/the-ordinary-granactive-retinoid-2-emulsion-30ml-48567483.html,The Ordinary Granactive Retinoid 2% Emulsion (30ml),The Ordinary,Face,4.6,"₦ 6,250",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/38/476584/1.jpg?6437
/aisi-hair-long-curly-hair-extension-natural-black-ponytail-for-women-45397371.html,AISI HAIR Long Curly Hair Extension Natural Black Ponytail For Women,AISI HAIR,Hair Extensions & Hair Pieces,4.5,"₦ 1,990",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/17/379354/1.jpg?7394
/penis-enlargement-lengthening-and-erection-supplement-for-men-60-capsules-wenick-man-mpg261485.html,Wenick Man Penis Enlargement/ Lengthening And Erection Supplement For Men (60 Capsules),Wenick Man,Sexual Wellness,3.6,"₦ 3,820",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/145542/1.jpg?1290
/generic-bouncy-kiki-water-curls-hair-4-bundles-67541075.html,Bouncy Kiki Water Curls Hair - 4 Bundles,,Hair Extensions & Hair Pieces,,"₦ 2,700",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/57/014576/1.jpg?2964
/generic-50-pcs-3-layer-disposable-protective-face-mask-62313374.html,50 PCs 3 Layer Disposable Protective Face Mask,,Masks,4.1,"₦ 3,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/331326/1.jpg?4675
/sunmini-6w-mini-nail-gel-drier-uv-led-lamp-fast-dry-foldable-63679147.html,SUNmini 6w Mini Nail Gel Drier UV LED Lamp Fast Dry & Foldable,SUNmini,Nails,4.5,"₦ 3,490",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/197636/1.jpg?5979
/generic-nail-tool-kit-nail-dryer-lamp-usb-nail-pen-nail-drill-62177573.html,Nail Tool Kit Nail Dryer Lamp USB  Nail Pen Nail Drill,,Sets & Kits,,"₦ 5,382",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/577126/1.jpg?4777
/clothes-of-skin-hair-growth-7-days-ginger-oil-for-hair-hair-loss.-10ml-65565092.html,"Clothes Of Skin Hair Growth 7 Days Ginger Oil For Hair, Hair Loss. 10ml",Clothes Of Skin,Hair & Scalp Treatments,,"₦ 1,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/056556/1.jpg?7306
/fantastik-accu-meter-50-strip-60-free-lancet-50-free-alcohol-pad-64767552.html,Fantastik Accu Meter + 50 Strip + 60 Free Lancet + 50 Free Alcohol Pad,Fantastik,Blood Glucose Monitors,4.4,"₦ 6,775",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/576746/1.jpg?8369
/lanbena-nail-repair-essence-anti-fungal-serum-62996458.html,Lanbena Nail Repair Essence Anti-fungal Serum,Lanbena,Nails,,"₦ 1,845",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/469926/1.jpg?4204
