links,product_name,product_brand,product_type,product_rating,product_price,image_link
/generic-steering-pedal-lock-anti-theft-security-system-car-truck-suv-44235564.html,Steering Pedal Lock Anti Theft Security System Car Truck SUV,,Steering Wheels & Accessories,5,"₦ 8,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/553244/1.jpg?6605
/generic-car-kit-glass-windscreen-windshield-repair-tool-crack-42104564.html,Car Kit Glass Windscreen Windshield Repair Tool Crack,,Cleaning Kits,1.5,"₦ 2,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/540124/1.jpg?4036
/sunfull-21560-r16-tyre-27439371.html,Sunfull 215/60 R16 TYRE,Sunfull,Tyre,,"₦ 21,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/17/393472/1.jpg?2325
/generic-generic-high-power-tyre-inflator-and-air-pump-35220249.html,Generic High Power Tyre Inflator And Air Pump,,Tire & Wheel Tools,5,"₦ 13,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/94/202253/1.jpg?9858
/generic-set-of-8-test-clips-leads-kit-banana-tester-probe-for-fluke-multimeter-18771532.html,Set Of 8 Test Clips Leads Kit Banana Tester Probe For Fluke Multimeter,,Accessories,,"₦ 6,458",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/23/517781/1.jpg?6186
/generic-a-886-car-auto-shark-fin-dome-antenna-decoration-for-honda-buick-nissan-hyundai-toyota-volkswagen-mazdablack-11545905.html,A-886 Car Auto Shark Fin Dome Antenna Decoration For Honda Buick Nissan Hyundai Toyota Volkswagen Mazda(Black),,Replacement Parts,,"₦ 1,300",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/954511/1.jpg?7154
/liqui-moly-engine-flush-liqui-moly-mpg236776.html,Liqui Moly Engine Flush,Liqui Moly,Engine & Oil,4.4,"₦ 3,890",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/444902/1.jpg?9859
/generic-high-power-12v-50800mah-high-power-car-jump-starter-power-bank-charger-battery-emergency-led-light-64240469.html,High Power 12v 50800mAh High Power Car Jump Starter Power Bank Charger Battery Emergency LED Light,,Accessories,,"₦ 28,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/404246/1.jpg?4375
/generic-t829s-car-charge-mp3-dual-usb-ambient-light-bluetooth-fm-66550456.html,T829S Car Charge MP3 Dual USB Ambient Light Bluetooth FM,,Car Chargers,,"₦ 2,370",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/405566/1.jpg?6972
/heavy-duty-mobile-car-tyre-pumpair-inflator-63498018.html,Heavy Duty Mobile Car Tyre Pump/Air Inflator,Heavy Duty,Tire Care,,"₦ 7,850",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/089436/1.jpg?1268
/sewing-machine-automaticmanual-ja2-1-butterfly-mpg1214720.html,Butterfly Sewing Machine Automatic&Manual JA2-1,Butterfly,Tools & Equipment,3.7,"₦ 59,450",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/248593/1.jpg?0140
/generic-fashion-night-driving-glasses-anti-glare-vision-driver-44850457.html,Fashion Night Driving Glasses Anti-Glare Vision Driver,,Car Safety & Security,,₦ 870,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/405844/1.jpg?7489
/generic-ghost-shadow-light-car-door-light-display-car-logo-brand-67554145.html,"Ghost Shadow Light, Car Door Light, Display  Car Logo Brand",,Car Safety & Security,,"₦ 6,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/145576/1.jpg?8791
