links,product_name,product_brand,product_type,product_rating,product_price,image_link
/havit-rgb-gaming-mouse-66850747.html,Havit RGB Gaming Mouse,Havit,Gaming Mice,,"₦ 4,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/705866/1.jpg?8027
/sony-playstation-move-motion-controller-for-ps3-ps4psvr-60475622.html,"Sony Playstation Move Motion Controller For Ps3, Ps4,psvr",Sony,Accessory Kits,,"₦ 18,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/657406/1.jpg?8768
/generic-official-xbox-one-wireless-controller-pad-black-18045057.html,Official Xbox One Wireless Controller Pad -  Black,,Accessories,4.7,"₦ 24,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/054081/1.jpg?1845
/dragonball-z-kakarot-ps4-bandai-namco-mpg1551497.html,Bandai Namco DRAGONBALL Z KAKAROT PS4,Bandai Namco,PS4 Games,3,"₦ 22,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/991064/1.jpg?4306
/generic-co-pvp-3000-game-console-portable-2.8-inch-lcd-handheld-player-sky-blue-25159980.html,CO PVP 3000 Game Console Portable 2.8 Inch LCD Handheld Player-sky Blue,,3DS Games,,"₦ 4,410",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/995152/1.jpg?4685
/activision-call-of-duty-modern-warfare-ps4-43643079.html,Activision CALL OF DUTY MODERN WARFARE PS4,Activision,PS4 Games,,"₦ 24,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/034634/1.jpg?6155
/sony-ps4-dualshock-controller-pad-black-62065139.html,Sony PS4 DUALSHOCK CONTROLLER PAD: Black,Sony,PS4 Controllers,,"₦ 8,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/156026/1.jpg?1408
/sony-computer-entertainment-playstation5-68279745.html,Sony Computer Entertainment PlayStation5,Sony Computer Entertainment,PS Vita Games,,"₦ 730,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/797286/1.jpg?9239
/rockstar-games-ps4-red-dead-redemption-ii-playstation-4-62192650.html,Rockstar Games PS4 Red Dead Redemption II -PlayStation 4,Rockstar Games,PS4 Games,5,"₦ 11,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/629126/1.jpg?2033
/activision-call-of-duty-infinite-warfare-playstation-4-12265907.html,Activision Call Of Duty : Infinite Warfare - Playstation 4,Activision,PS4 Games,5,"₦ 8,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/956221/1.jpg?1722
/activision-ps4-call-of-duty-advanced-warfare-63515753.html,Activision PS4 Call Of Duty Advanced Warfare,Activision,PS4 Games,,"₦ 8,200",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/751536/1.jpg?7340
/generic-dual-infrared-ir-emitter-extension-cable-3.5mm-plug-for-xbox-one-tv-set-3m-21240273.html,Dual Infrared (IR) Emitter Extension Cable & 3.5mm Plug For Xbox One TV Set 3m,,Accessories,,₦ 512,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/204212/1.jpg?3355
/sony-ps4-1tb-slim-console-fifa-20-2-pad-45339138.html,Sony PS4 1TB Slim Console + FIFA 20 - + 2 Pad,Sony,PS4 Consoles,4.8,"₦ 180,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/193354/1.jpg?3870
/neon-redneon-blue-nintendo-switch-nintendo-switch-mpg1545752.html,Nintendo Switch (Neon Red/Neon Blue)  - Nintendo Switch,Nintendo Switch,NS Consoles,4,"₦ 180,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/912856/1.jpg?4569
/sony-ps2-dualshock-2-controller-pad-for-official-playstation-2-black-39165941.html,Sony PS2 DualShock 2 Controller Pad For Official Playstation 2 - Black,Sony,Playstation,3.3,"₦ 2,750",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/956193/1.jpg?8705
/generic-battery-pack-cover-shell-shield-case-kit-for-xbox-360-wireless-controller-64050243.html,Battery Pack Cover Shell Shield Case Kit For Xbox 360 Wireless Controller,,Controllers,,₦ 170,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/205046/1.jpg?1489
/ucom-pc-twinshock-joy-pad-with-free-games-inside-58813228.html,UCOM PC TWINSHOCK JOY PAD With FREE GAMES INSIDE,UCOM,Accessories,,"₦ 3,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/231885/1.jpg?5476
/namco-bandai-games-tekken-7-xbox-one-63197478.html,Namco Bandai Games Tekken 7 - Xbox One,Namco Bandai Games,Xbox One Games,4,"₦ 10,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/479136/1.jpg?3883
/generic-ta-universal-mic-microphone-shock-mount-clip-holder-studio-sound-recording-black-10457464.html,TA Universal Mic Microphone Shock Mount Clip Holder Studio Sound Recording -black,,Playstation,,₦ 720,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/46/475401/1.jpg?3178
/fifa-18-legacy-edition-playstation-3-ea-mpg1433862.html,Ea FIFA 18 Legacy Edition - PlayStation 3,Ea,PS3 Games,5,"₦ 10,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/216155/1.jpg?3535
/343-industries-halo-5-guardians-xbox-one-64586869.html,343 Industries Halo 5: Guardians – Xbox One,343 Industries,Xbox One Games,,"₦ 10,900",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/868546/1.jpg?2310
/ubisoft-assassins-creed-valhalla-ps4-68279732.html,UBISOFT ASSASSINS CREED VALHALLA Ps4,UBISOFT,PS4 Games,,"₦ 25,499",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/23/797286/1.jpg?9239
/xbox-360-wireless-control-pad-black-43314526.html,360 WIRELESS CONTROL PAD - [BLACK],,Xbox One Games,3.2,"₦ 10,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/62/541334/1.jpg?0071
/generic-mini-portable-portable-game-player-400-classic-games-which-can-be-played-on-tv-is-the-best-gift-for-children-gba-27597813.html,"Mini Portable Portable Game Player 400 Classic Games, Which Can Be Played On TV, Is The Best Gift For Children GBA",,Other Gaming Systems,,"₦ 6,530",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/31/879572/1.jpg?4289
/playstation-infamous-playstation-3-61399642.html,Playstation Infamous Playstation 3,Playstation,PS3 Games,4,"₦ 4,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/699316/1.jpg?3044
/generic-anti-slip-silicone-cover-skin-case-xbox-one-pad-controller-64025852.html,Anti-slip Silicone Cover Skin Case Xbox One Pad Controller,,Controllers,,"₦ 3,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/852046/1.jpg?9654
/sony-ps3-charging-cord-data-cable-for-ps3-pad-64284921.html,Sony PS3 CHARGING CORD - DATA CABLE FOR PS3 PAD,Sony,Cables,5,"₦ 2,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/948246/1.jpg?4034
/jbl-quantum-400-over-ear-gaming-headphones-with-game-chat-balance-for-pc-xbox-playstation-61322679.html,Jbl Quantum 400 - Over-Ear Gaming Headphones With Game-Chat Balance For PC XBOX & PLAYSTATION,Jbl,Headsets,,"₦ 68,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/622316/1.jpg?7526
/generic-play-and-charge-kit-for-xbox-360-wireless-controller-66850888.html,Play And Charge Kit For Xbox 360 Wireless Controller,,Battery & Charger Sets,,"₦ 4,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/805866/1.jpg?8026
/rockstar-games-grand-theft-auto-san-andreas-pc-game-66369696.html,,,PC Gaming,,,
/sony-red-dead-redemption-2-35213433.html,Sony Red Dead Redemption 2,Sony,PS4 Consoles,4.7,"₦ 13,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/431253/1.jpg?7867
/ubisoft-ps4-watch-dogs-2-playstation-4-64235371.html,UBISOFT PS4 - Watch Dogs 2 - PlayStation 4,UBISOFT,PS4 Games,4,"₦ 10,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/17/353246/1.jpg?2127
/sony-ps3-dual-shock-3-wireless-game-pad-white-64235760.html,Sony PS3 DUAL SHOCK 3 WIRELESS GAME PAD - White,Sony,PS3 Controllers,,"₦ 6,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/753246/1.jpg?5041
/wb-games-the-lego-movie-videogame-ps3-46078833.html,WB Games The Lego Movie Videogame - Ps3,WB Games,PS3 Games,,"₦ 4,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/887064/1.jpg?6458
/generic-vintage-console-handheld-console-black-creative-household-game-hine-65376906.html,Vintage Console Handheld Console Black Creative Household Game Hine,,Games,,"₦ 4,030",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/967356/1.jpg?4834
/konami-efootball-pes-2020-ps4-41550965.html,,,PlayStation 4,,,
/generic-charger-dual-charging-dock-station-stand-cable-for-playstation-4-ps4-controller-45229428.html,Charger Dual Charging Dock Station Stand Cable For PlayStation 4 PS4 Controller,,PS4 Consoles,,"₦ 3,680",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/82/492254/1.jpg?4827
/microsoft-xbox-one-s-1tb-console-45521690.html,Microsoft Xbox One S 1TB Console,Microsoft,Xbox One Consoles,,"₦ 150,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/612554/1.jpg?3669
/rockstar-games-grand-theft-auto-episodes-from-liberty-city-pc-game-66369697.html,,,PC Gaming,,,
/generic-kids-children-handheld-game-console-portable-video-tetris-for-gaming-64050240.html,Kids Children Handheld Game Console Portable Video Tetris For Gaming,,Consoles,,₦ 600,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/04/205046/1.jpg?1489
/generic-sup-game-box-retro-handheld-with-400-classic-games-65830436.html,Sup Game Box Retro Handheld With 400 Classic Games,,Consoles,,"₦ 4,663",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/403856/1.jpg?7956
/playstation-4-500gb-slim-console-jet-black-sony-mpg250318.html,Sony Playstation 4 Slim Console 500GB - Jet Black,Sony,PS4 Consoles,4,"₦ 147,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/51/537912/1.jpg?3413
/focus-home-interactive-spintires-mudrunner-american-wild-nintendo-switch-68018803.html,Focus Home Interactive Spintires MudRunner American Wild - Nintendo Switch,Focus Home Interactive,NS Games,,"₦ 17,500",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/881086/1.jpg?9270
/nintendo-dark-souls-remastered-nintendo-switch-66369793.html,Nintendo Dark Souls: Remastered (Nintendo Switch),Nintendo,NS Games,5,"₦ 25,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/796366/1.jpg?4685
/sony-computer-entertainment-playstation-4-pro-console-extra-controller-fifa-2020-bundle-44145609.html,Sony Computer Entertainment PlayStation 4 Pro Console + Extra Controller + Fifa 2020 Bundle,Sony Computer Entertainment,PS4 Consoles,4.5,"₦ 250,000",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/654144/1.jpg?4046
/activision-call-of-duty-modern-warfare-2-playstation-3-from-activision-59099407.html,Activision Call Of Duty: Modern Warfare 2 - Playstation 3 From Activision,Activision,PS3 Games,5,"₦ 2,800",https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/499095/1.jpg?2685
